𫝈	㑮
只借到	只借到
只剩下	只剩下
只加到	只加到
只占卜	只占卜
只占吉	只占吉
只占算	只占算
只受到	只受到
只可以	只可以
只可在	只可在
只唱到	只唱到
只喝到	只喝到
只因为	只因爲
只夠到	只夠到
只夠在	只夠在
只好来	只好來
只好去	只好去
只好在	只好在
只学到	只學到
只学会	只學會
只守到	只守到
只写到	只寫到
只写在	只寫在
只射到	只射到
只帮忙	只幫忙
只得到	只得到
只怕是	只怕是
只怕会	只怕會
只想来	只想來
只想到	只想到
只想去	只想去
只懂得	只懂得
只找到	只找到
只捉到	只捉到
只采到	只採到
只采声	只採聲
只接到	只接到
只插到	只插到
只收到	只收到
只数到	只數到
只是在	只是在
只是会	只是會
只是有	只是有
只会到	只會到
只会在	只會在
只有在	只有在
只査到	只查到
只流到	只流到
只漏到	只漏到
只照到	只照到
只猜到	只猜到
只用到	只用到
只留下	只留下
只留到	只留到
只尽到	只盡到
只看到	只看到
只睡到	只睡到
只站到	只站到
只管来	只管來
只管到	只管到
只管去	只管去
只管在	只管在
只红到	只紅到
只经过	只經過
只考到	只考到
只听到	只聽到
只能在	只能在
只能有	只能有
只要在	只要在
只要是	只要是
只要会	只要會
只要有	只要有
只要能	只要能
只记到	只記到
只记在	只記在
只记得	只記得
只设到	只設到
只设在	只設在
只说到	只說到
只说是	只說是
只讲到	只講到
只让到	只讓到
只买到	只買到
只赚到	只賺到
只走到	只走到
只赶来	只趕來
只赶到	只趕到
只赶去	只趕去
只跟来	只跟來
只跟到	只跟到
只跟去	只跟去
只跟在	只跟在
只踩到	只踩到
只输到	只輸到
只转到	只轉到
只追到	只追到
只通到	只通到
只进到	只進到
只过来	只過來
只过去	只過去
只量到	只量到
只录到	只錄到
只开来	只開來
只开到	只開到
只开去	只開去
只闯到	只闖到
只降到	只降到
只限到	只限到
只限在	只限在
只需要	只需要
只露到	只露到
只领到	只領到
只愿意	只願意
只顾到	只顧到
只顾在	只顧在
单只是	單只是
多少只	多少隻
我只有	我只有
每每只	每每只
百多只	百多隻
百余只	百餘隻
跳只舞	跳隻舞
这只不	這只不
这只是	這只是
那只是	那只是
那只有	那只有
零多只	零多隻
不单只是	不單只是
之八九只	之八九只
其八九只	其八九只
匹马只轮	匹馬隻輪
千只足够	千只足夠
只不过是	只不過是
只借不还	只借不還
只多不少	只多不少
只守不攻	只守不攻
只欠东风	只欠東風
只求无过	只求無過
只求自保	只求自保
只争旦夕	只爭旦夕
只租不买	只租不買
只租不卖	只租不賣
只见树木	只見樹木
只许成功	只許成功
只说不做	只說不做
只赢不输	只贏不輸
只身上已	只身上已
只身上有	只身上有
只身上没	只身上沒
只身上无	只身上無
只身上的	只身上的
只送不卖	只送不賣
单夫只妇	單夫隻婦
孤形只影	孤形隻影
孤身只影	孤身隻影
形单影只	形單影隻
形孤影只	形孤影隻
形只影单	形隻影單
影只形单	影隻形單
片纸只字	片紙隻字
片言只字	片言隻字
片言只语	片言隻語
片语只字	片語隻字
片语只辞	片語隻辭
独具只眼	獨具隻眼
百只足够	百只足夠
睁一只眼	睜一隻眼
祇洹精舍	祇洹精舍
闭一只眼	閉一隻眼
只字不提	隻字不提
只字片纸	隻字片紙
只字片言	隻字片言
只字片语	隻字片語
只影全无	隻影全無
只手单拳	隻手單拳
只手擎天	隻手擎天
只手空拳	隻手空拳
只手遮天	隻手遮天
只眼独具	隻眼獨具
只言片字	隻言片字
只言片语	隻言片語
只身一人	隻身一人
只身孤影	隻身孤影
只轮不反	隻輪不反
只轮不返	隻輪不返
只鸡絮酒	隻雞絮酒
一曲	一曲
九曲	九曲
但曲	但曲
佛曲	佛曲
作曲	作曲
俚曲	俚曲
俯曲	俯曲
元曲	元曲
六曲	六曲
副曲	副曲
剧曲	劇曲
北曲	北曲
十曲	十曲
南曲	南曲
原曲	原曲
名曲	名曲
唱曲	唱曲
单曲	單曲
坊曲	坊曲
垣曲	垣曲
夜曲	夜曲
大曲	大麴
奏曲	奏曲
套曲	套曲
妙曲	妙曲
委曲	委曲
小曲	小曲
屈曲	屈曲
岔曲	岔曲
崑曲	崑曲
昆曲	崑曲
序曲	序曲
度曲	度曲
弯曲	彎曲
心曲	心曲
慢曲	慢曲
恋曲	戀曲
戏曲	戲曲
扭曲	扭曲
拳曲	拳曲
卷曲	捲曲
插曲	插曲
挠曲	撓曲
散曲	散曲
文曲	文曲
斜曲	斜曲
新曲	新曲
曲匝	曲匝
曲名	曲名
曲周	曲周
曲园	曲園
曲士	曲士
曲子	曲子
曲学	曲學
曲室	曲室
曲宴	曲宴
曲尺	曲尺
曲局	曲局
曲庇	曲庇
曲度	曲度
曲式	曲式
曲张	曲張
曲律	曲律
曲径	曲徑
曲从	曲從
曲意	曲意
曲房	曲房
曲折	曲折
曲拐	曲拐
曲拗	曲拗
曲卷	曲捲
曲挠	曲撓
曲曲	曲曲
曲本	曲本
曲松	曲松
曲柄	曲柄
曲棍	曲棍
曲栏	曲欄
曲水	曲水
曲江	曲江
曲沃	曲沃
曲流	曲流
曲牌	曲牌
曲率	曲率
曲球	曲球
曲琼	曲瓊
曲目	曲目
曲直	曲直
曲礼	曲禮
曲笛	曲笛
曲笔	曲筆
曲线	曲線
曲绕	曲繞
曲背	曲背
曲臂	曲臂
曲致	曲致
曲盖	曲蓋
曲薄	曲薄
曲艺	曲藝
曲蟮	曲蟮
曲裾	曲裾
曲解	曲解
曲话	曲話
曲说	曲說
曲调	曲調
曲谨	曲謹
曲谱	曲譜
曲赦	曲赦
曲轴	曲軸
曲道	曲道
曲阜	曲阜
曲阻	曲阻
曲阳	曲陽
曲隐	曲隱
曲靖	曲靖
曲风	曲風
曲体	曲體
乐曲	樂曲
樛曲	樛曲
款曲	款曲
歌曲	歌曲
歪曲	歪曲
水曲	水曲
汀曲	汀曲
河曲	河曲
法曲	法曲
海曲	海曲
独曲	獨曲
玛曲	瑪曲
申曲	申曲
盘曲	盤曲
短曲	短曲
碌曲	碌曲
神曲	神曲
私曲	私曲
粤曲	粵曲
红曲	紅曲
纡曲	紆曲
细曲	細曲
终曲	終曲
组曲	組曲
经曲	經曲
编曲	編曲
翘曲	翹曲
舞曲	舞曲
舟曲	舟曲
薄曲	薄曲
蜷曲	蜷曲
蟠曲	蟠曲
衷曲	衷曲
衿曲	衿曲
褶曲	褶曲
襟曲	襟曲
西曲	西曲
词曲	詞曲
诘曲	詰曲
谱曲	譜曲
赴曲	赴曲
挽曲	輓曲
迂曲	迂曲
造曲	造麴
道曲	道曲
选曲	選曲
那曲	那曲
邪曲	邪曲
部曲	部曲
乡曲	鄉曲
邻曲	鄰曲
酒曲	酒麴
金曲	金曲
阳曲	陽曲
双曲	雙曲
顾曲	顧曲
鬈曲	鬈曲
麸曲	麩曲
曲尘	麴塵
曲蘖	麴櫱
曲生	麴生
曲菌	麴菌
曲车	麴車
曲酒	麴酒
曲钱	麴錢
曲院	麴院
曲霉	麴黴
三部曲	三部曲
主题曲	主題曲
九曲桥	九曲橋
九曲洞	九曲洞
二次曲	二次曲
二部曲	二部曲
交响曲	交響曲
作曲人	作曲人
作曲家	作曲家
作曲者	作曲者
催眠曲	催眠曲
前奏曲	前奏曲
创作曲	創作曲
创意曲	創意曲
协奏曲	協奏曲
即兴曲	即興曲
反曲弓	反曲弓
受难曲	受難曲
单曲榜	單曲榜
四部曲	四部曲
圆舞曲	圓舞曲
垣曲县	垣曲縣
塞上曲	塞上曲
塞下曲	塞下曲
大曲道	大曲道
大曲酒	大麴酒
奏鸣曲	奏鳴曲
安可曲	安可曲
安魂曲	安魂曲
小夜曲	小夜曲
小插曲	小插曲
幻想曲	幻想曲
广告曲	廣告曲
弥撒曲	彌撒曲
弯曲度	彎曲度
弯曲状	彎曲狀
成名曲	成名曲
戏曲馆	戲曲館
抒情曲	抒情曲
拔山曲	拔山曲
指定曲	指定曲
采莲曲	採蓮曲
摇篮曲	搖籃曲
叙事曲	敘事曲
文曲星	文曲星
新单曲	新單曲
畅销曲	暢銷曲
曲周县	曲周縣
曲射炮	曲射炮
曲希瑞	曲希瑞
曲松县	曲松縣
曲柄笠	曲柄笠
曲柄钻	曲柄鑽
曲棍球	曲棍球
曲水县	曲水縣
曲江区	曲江區
曲江宴	曲江宴
曲江池	曲江池
曲江县	曲江縣
曲池穴	曲池穴
曲沃县	曲沃縣
曲线图	曲線圖
曲线美	曲線美
曲线论	曲線論
曲膝礼	曲膝禮
曲艾玲	曲艾玲
曲躬躬	曲躬躬
曲辫子	曲辮子
曲道赛	曲道賽
曲阜市	曲阜市
曲阜县	曲阜縣
曲阳县	曲陽縣
曲靖市	曲靖市
曲项目	曲項目
曲颈瓶	曲頸瓶
曲颈甑	曲頸甑
曲麻莱	曲麻萊
月光曲	月光曲
欸乃曲	欸乃曲
武曲星	武曲星
水曲柳	水曲柳
河曲县	河曲縣
流亡曲	流亡曲
流行曲	流行曲
浪漫曲	浪漫曲
演奏曲	演奏曲
片尾曲	片尾曲
片头曲	片頭曲
牌子曲	牌子曲
狂想曲	狂想曲
独唱曲	獨唱曲
独奏曲	獨奏曲
玛曲县	瑪曲縣
琼瑶曲	瓊瑤曲
田园曲	田園曲
白雪曲	白雪曲
睡眠曲	睡眠曲
碌曲县	碌曲縣
神曲茶	神麴茶
绮想曲	綺想曲
练习曲	練習曲
练声曲	練聲曲
自度曲	自度曲
自选曲	自選曲
自点曲	自點曲
舟曲县	舟曲縣
角曲尺	角曲尺
触技曲	觸技曲
诙谐曲	詼諧曲
变奏曲	變奏曲
赋格曲	賦格曲
轮唱曲	輪唱曲
轮旋曲	輪旋曲
农作曲	農作曲
迎春曲	迎春曲
迎宾曲	迎賓曲
进行曲	進行曲
那曲市	那曲市
那曲县	那曲縣
金曲奖	金曲獎
钢曲尺	鋼曲尺
钢琴曲	鋼琴曲
间奏曲	間奏曲
阿信曲	阿信曲
阳曲县	陽曲縣
随想曲	隨想曲
双曲线	雙曲線
零曲率	零曲率
首部曲	首部曲
鹍鸡曲	鵾雞曲
曲秀才	麴秀才
曲道士	麴道士
黄曲霉	黃麴黴
点播曲	點播曲
鼓子曲	鼓子曲
鼠曲草	鼠麴草
一曲千金	一曲千金
一曲阳关	一曲陽關
三次曲线	三次曲線
不顾曲直	不顧曲直
主钟曲线	主鐘曲線
乞留曲律	乞留曲律
二次曲线	二次曲線
代数曲线	代數曲線
保留曲线	保留曲線
倾诉衷曲	傾訴衷曲
周郎顾曲	周郎顧曲
圆锥曲线	圓錐曲線
土中曲蟮	土中曲蟮
地方戏曲	地方戲曲
培美曲塞	培美曲塞
大协奏曲	大協奏曲
奏鸣曲式	奏鳴曲式
委曲成全	委曲成全
委曲求全	委曲求全
学习曲线	學習曲線
小廉曲谨	小廉曲謹
小步舞曲	小步舞曲
弓腰曲背	弓腰曲背
弯弯曲曲	彎彎曲曲
弯曲空间	彎曲空間
念曲叫曲	念曲叫曲
扭曲作直	扭曲作直
抒情歌曲	抒情歌曲
抗战歌曲	抗戰歌曲
拗曲作直	拗曲作直
扬州清曲	揚州清曲
挠直为曲	撓直爲曲
播放歌曲	播放歌曲
敦煌曲子	敦煌曲子
是非曲直	是非曲直
暗通款曲	暗通款曲
曲媚取容	曲媚取容
曲学诐行	曲學詖行
曲学阿世	曲學阿世
曲尺楼梯	曲尺樓梯
曲径通幽	曲徑通幽
曲心矫肚	曲心矯肚
曲意俯就	曲意俯就
曲意奉承	曲意奉承
曲意逢迎	曲意逢迎
曲折萦纡	曲折縈紆
曲折离奇	曲折離奇
曲曲弯弯	曲曲彎彎
曲曲折折	曲曲折折
曲棍球员	曲棍球員
曲棍球赛	曲棍球賽
曲水流觞	曲水流觴
曲率向量	曲率向量
曲尽人情	曲盡人情
曲尽其妙	曲盡其妙
曲直分明	曲直分明
曲突徙薪	曲突徙薪
曲终人散	曲終人散
曲终奏雅	曲終奏雅
曲线运动	曲線運動
曲肱之乐	曲肱之樂
曲肱为枕	曲肱爲枕
曲肱而枕	曲肱而枕
曲阜孔庙	曲阜孔廟
曲靖地区	曲靖地區
曲高和寡	曲高和寡
曲麻莱县	曲麻萊縣
棒曲霉素	棒麴黴素
正弦曲线	正弦曲線
歪曲事实	歪曲事實
民俗曲艺	民俗曲藝
民谣歌曲	民謠歌曲
河曲智叟	河曲智叟
波兰舞曲	波蘭舞曲
活动曲尺	活動曲尺
流行歌曲	流行歌曲
流觞曲水	流觴曲水
浮词曲说	浮詞曲說
测地曲率	測地曲率
盘旋曲折	盤旋曲折
空间曲线	空間曲線
纵曲枉直	縱曲枉直
艰难曲折	艱難曲折
苟容曲从	苟容曲從
艺术歌曲	藝術歌曲
螾庐曲谈	螾廬曲談
衰变曲线	衰變曲線
褶曲山脉	褶曲山脈
转动曲柄	轉動曲柄
迂迂曲曲	迂迂曲曲
远引曲喻	遠引曲喻
那曲地区	那曲地區
乡曲之誉	鄉曲之譽
郑卫之曲	鄭衛之曲
酒醴曲蘖	酒醴麴櫱
阿意曲从	阿意曲從
阿旺曲培	阿旺曲培
阿旺曲沛	阿旺曲沛
双曲拱桥	雙曲拱橋
双曲正弦	雙曲正弦
双曲余割	雙曲餘割
双曲余弦	雙曲餘弦
离奇曲折	離奇曲折
雨村曲话	雨村曲話
震波曲线	震波曲線
静脉曲张	靜脈曲張
顾曲周郎	顧曲周郎
饮水曲肱	飲水曲肱
饶舌歌曲	饒舌歌曲
高歌一曲	高歌一曲
曲霉毒素	麴黴毒素
黄曲毒素	黃麴毒素
黄曲霉菌	黃麴黴菌
一团	一團
七团	七團
使团	使團
侨团	僑團
入团	入團
兵团	兵團
刓团	刓團
剧团	劇團
十团	十團
参团	參團
各团	各團
商团	商團
团丁	團丁
团主	團主
团伙	團伙
团保	團保
团剥	團剝
团勇	團勇
团匪	團匪
团名	團名
团员	團員
团围	團圍
团圆	團圓
团团	團團
团𪢮	團圞
团坐	團坐
团契	團契
团委	團委
团年	團年
团康	團康
团弄	團弄
团扇	團扇
团拜	團拜
团掿	團掿
团旗	團旗
团书	團書
团服	團服
团案	團案
团栾	團欒
团牌	團牌
团状	團狀
团瓢	團瓢
团矿	團礦
团社	團社
团空	團空
团粒	團粒
团结	團結
团练	團練
团聚	團聚
团脸	團臉
团脐	團臍
团花	團花
团茶	團茶
团荷	團荷
团藻	團藻
团行	團行
团费	團費
团购	團購
团部	團部
团长	團長
团队	團隊
团音	團音
团头	團頭
团风	團風
团体	團體
团鱼	團魚
团龙	團龍
基团	基團
报团	報團
大团	大團
天团	天團
尖团	尖團
展团	展團
工团	工團
师团	師團
带团	帶團
几团	幾團
战团	戰團
戏团	戲團
打团	打團
政团	政團
教团	教團
星团	星團
月团	月團
本团	本團
乐团	樂團
毛团	毛團
民团	民團
气团	氣團
水团	水團
派团	派團
汤团	湯糰
率团	率團
玩团	玩團
球团	球團
疑团	疑團
白团	白團
社团	社團
团子	糰子
团粉	糰粉
纸团	紙團
组团	組團
线团	線團
脓团	膿團
舞团	舞團
花团	花團
蒲团	蒲團
谜团	謎團
财团	財團
军团	軍團
迷团	迷團
退团	退團
乡团	鄉團
银团	銀團
集团	集團
风团	風團
饭团	飯糰
麻团	麻團
党团	黨團
龙团	龍團
一团团	一團團
一团火	一團火
一团糟	一團糟
三青团	三青團
主席团	主席團
主教团	主教團
乱集团	亂集團
交流团	交流團
人团法	人團法
任务团	任務團
企业团	企業團
伙食团	伙食團
低价团	低價團
使节团	使節團
保安团	保安團
传教团	傳教團
债权团	債權團
儿童团	兒童團
八军团	八軍團
公使团	公使團
共青团	共青團
冷气团	冷氣團
剔团圆	剔團圓
剔团𪢮	剔團圞
副团长	副團長
功能团	功能團
加油团	加油團
助选团	助選團
劲舞团	勁舞團
劳军团	勞軍團
原子团	原子團
参展团	參展團
参观团	參觀團
参访团	參訪團
各团体	各團體
国剧团	國劇團
国乐团	國樂團
国术团	國術團
团圆夜	團圓夜
团圆日	團圓日
团圆节	團圓節
团圆饭	團圓飯
团团转	團團轉
团扇妾	團扇妾
团管区	團管區
团队报	團隊報
团队奖	團隊獎
团队赛	團隊賽
团风县	團風縣
团香扇	團香扇
团体性	團體性
团体操	團體操
团体奖	團體獎
团体票	團體票
团体组	團體組
团体行	團體行
团体赛	團體賽
团龙儿	團龍兒
执政团	執政團
外交团	外交團
大兵团	大兵團
大团圆	大團圓
大团结	大團結
大气团	大氣團
大陆团	大陸團
大食团	大食團
奥运团	奧運團
学习团	學習團
宗教团	宗教團
官能团	官能團
宝贝团	寶貝團
小集团	小集團
尖团字	尖團字
尖团音	尖團音
工作团	工作團
年团子	年團子
律师团	律師團
戏剧团	戲劇團
承销团	承銷團
技艺团	技藝團
技术团	技術團
抱抱团	抱抱團
采访团	採訪團
采购团	採購團
摇滚团	搖滾團
救国团	救國團
教练团	教練團
新集团	新集團
旅行团	旅行團
日本团	日本團
昴星团	昴星團
智囊团	智囊團
暖气团	暖氣團
会员团	會員團
会长团	會長團
服务团	服務團
朝圣团	朝聖團
桂林团	桂林團
歌剧团	歌劇團
歌舞团	歌舞團
正集团	正集團
步兵团	步兵團
步枪团	步槍團
溜冰团	溜冰團
泼毛团	潑毛團
泼花团	潑花團
特使团	特使團
特技团	特技團
球团矿	球團礦
白团扇	白團扇
社团课	社團課
祈祷团	祈禱團
童军团	童軍團
管乐团	管樂團
粉团儿	粉團兒
粉丝团	粉絲團
糯米团	糯米糰
弦乐团	絃樂團
综艺团	綜藝團
练团室	練團室
义和团	義和團
考察团	考察團
舞蹈团	舞蹈團
草团瓢	草團瓢
菌胶团	菌膠團
艺术团	藝術團
亲友团	親友團
观光团	觀光團
观察团	觀察團
记者团	記者團
访问团	訪問團
访察团	訪察團
访日团	訪日團
访华团	訪華團
访韩团	訪韓團
评审团	評審團
调查团	調查團
调査团	調查團
请愿团	請願團
议和团	議和團
军团菌	軍團菌
军官团	軍官團
辅导团	輔導團
农技团	農技團
进香团	進香團
还乡团	還鄉團
醒狮团	醒獅團
医疗团	醫療團
银行团	銀行團
铁胃团	鐵胃團
防护团	防護團
陪审团	陪審團
集团案	集團案
集团股	集團股
集团军	集團軍
集训团	集訓團
杂技团	雜技團
青年团	青年團
音乐团	音樂團
顾问团	顧問團
马戏团	馬戲團
骑兵团	騎兵團
骑士团	騎士團
党团员	黨團員
一团和气	一團和氣
一团漆黑	一團漆黑
七国集团	七國集團
三星集团	三星集團
三鹿集团	三鹿集團
中介社团	中介社團
中远集团	中遠集團
乱作一团	亂作一團
乱成一团	亂成一團
交战团体	交戰團體
交响乐团	交響樂團
人民团体	人民團體
企业集团	企業集團
内细胞团	內細胞團
公共团体	公共團體
公广集团	公廣集團
共产集团	共產集團
初级团体	初級團體
利益团体	利益團體
利益集团	利益集團
功能团体	功能團體
劳工团体	勞工團體
包髻团衫	包髻團衫
匪徒集团	匪徒集團
参观团体	參觀團體
哭成一团	哭成一團
商科集团	商科集團
团团围住	團團圍住
团沙群岛	團沙群島
团结一心	團結一心
团结一致	團結一致
团结工会	團結工會
团队精神	團隊精神
团头团脸	團頭團臉
团体冠军	團體冠軍
团体协约	團體協約
团体意识	團體意識
团体治疗	團體治療
团体活动	團體活動
团体行动	團體行動
团体规范	團體規範
团体辅导	團體輔導
压力团体	壓力團體
垄断集团	壟斷集團
大团白脸	大團白臉
大陪审团	大陪審團
大陆气团	大陸氣團
妇女团体	婦女團體
学术团体	學術團體
宏碁集团	宏碁集團
宗教团体	宗教團體
室內乐团	室內樂團
宝钢集团	寶鋼集團
工团主义	工團主義
工业团体	工業團體
带团参加	帶團參加
弱势团体	弱勢團體
忙作一团	忙作一團
忙成一团	忙成一團
爱乐乐团	愛樂樂團
慌作一团	慌作一團
慌成一团	慌成一團
成团打块	成團打塊
打成一团	打成一團
扭成一团	扭成一團
抱成一团	抱成一團
指破迷团	指破迷團
揉成一团	揉成一團
搓粉团朱	搓粉團朱
摇滚乐团	搖滾樂團
挤成一团	擠成一團
教育团体	教育團體
新慕道团	新慕道團
旅行剧团	旅行劇團
昴宿星团	昴宿星團
东欧集团	東歐集團
柏林剧团	柏林劇團
机关团体	機關團體
次级团体	次級團體
歌仔戏团	歌仔戲團
毛团把戏	毛團把戲
民族团结	民族團結
民众团体	民眾團體
民进党团	民進黨團
民间团体	民間團體
派团参加	派團參加
流氓集团	流氓集團
滚成一团	滾成一團
渔民团体	漁民團體
漆黑一团	漆黑一團
澳新军团	澳新軍團
犯罪团伙	犯罪團伙
犯罪集团	犯罪集團
率团参加	率團參加
现代舞团	現代舞團
现代集团	現代集團
球状星团	球狀星團
毕宿星团	畢宿星團
百团大战	百團大戰
破产财团	破產財團
社团活动	社團活動
社会团体	社會團體
秋风团扇	秋風團扇
空心汤团	空心湯糰
笑成一团	笑成一團
管弦乐团	管弦樂團
精诚团结	精誠團結
